rank_diff,elo_diff,grass_win_pct_diff,form5_grass_diff,form10_all_diff,rest_days_diff,month_sin,month_cos,is_wimbledon,round_encoded,label,year,tourney_name,winner_name,loser_name
-14.0,105.5674983439701,0.3203463203463204,0.0,0.3142857142857143,-360.0,1.2246467991473532e-16,-1.0,1,0,1,2003,wimbledon,arthurs w.,martin a.
6.0,-97.18981570979281,-0.13066202090592333,0.0,-0.19999999999999996,0.0,1.2246467991473532e-16,-1.0,0,0,1,2011,aegon international,kunitsyn i.,benneteau j.
-87.0,-9.4179602038937,0.06666666666666665,0.0,0.06666666666666665,0.0,1.2246467991473532e-16,-1.0,0,0,1,2013,aegon championships,kudla d.,paire b.
-10.0,135.37089092199517,0.18823529411764706,0.20000000000000007,0.39999999999999997,0.0,1.2246467991473532e-16,-1.0,0,0,1,2010,unicef open,malisse x.,falla a.
4.0,-140.38644120846357,0.18181818181818182,0.2,0.1,6.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2018,wimbledon,lorenzi p.,djere l.
6.0,-50.603788152673815,-0.05111111111111111,0.0,0.10000000000000009,0.0,1.2246467991473532e-16,-1.0,0,0,1,2011,aegon championships,murray a.,roddick a.
1.0,186.73214782174432,0.18029350104821795,-0.0,0.0444444444444444,1.0,1.2246467991473532e-16,-1.0,0,0,0,2007,the nottingham open,garcia-lopez g.,grosjean s.
-128.0,-127.18715679520187,-0.6190476190476191,-0.8,-0.8,12.0,1.2246467991473532e-16,-1.0,0,0,0,2009,ordina open,ferrer d.,huta galung j.
-5.0,-13.197908970490744,-0.16666666666666663,-0.16666666666666663,-0.16666666666666663,14.0,-0.4999999999999997,-0.8660254037844388,1,4,0,2024,wimbledon,daniil medvedev,grigor dimitrov
9.0,51.92230683039111,0.2121212121212121,0.19999999999999996,0.26666666666666666,0.0,1.2246467991473532e-16,-1.0,0,0,1,2023,halle open,nakashima b.,ymer m.
132.0,37.66858084101386,0.10227272727272729,0.19999999999999996,0.3,-1.0,1.2246467991473532e-16,-1.0,1,0,1,2021,wimbledon,schwartzman d.,broady l.
83.0,-42.65084200650608,-0.048387096774193505,0.0,0.0,-358.0,1.2246467991473532e-16,-1.0,1,0,1,2022,wimbledon,paul t.,verdasco f.
-15.0,70.49637773693848,0.2272727272727273,0.09999999999999998,0.19999999999999996,-14.0,1.2246467991473532e-16,-1.0,0,0,1,2001,gerry weber open,bjorkman j.,kiefer n.
237.0,-10.13446776309479,-0.2375,0.0,-0.09999999999999998,-349.0,1.2246467991473532e-16,-1.0,0,0,1,2018,eastbourne international,norrie c.,brands d.
-78.0,61.60290864975468,0.53125,0.4,0.4,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2022,wimbledon,van rijthoven t.,basilashvili n.
